timestamp_ms,inside_temp_C,inside_hum_pct,pressure_hPa,outside_temp_C,outside_hum_pct,light_lux,wind_speed_ms,wind_speed_kmh,wind_beaufort,wind_dir_deg,wind_dir_bearing,battery_pct,solar_V,solar_charging
2224649,34.0,37.4,952.3,31.9,26.8,21173,0.3,1.1,1,311.1,NW,59,4.19,1
2227855,34.0,38.3,952.3,31.9,26.8,21147,0.3,1.1,1,266.5,W,61,4.19,1
2231062,34.0,37.8,952.3,31.9,26.8,21142,0.2,0.8,1,256.9,WSW,57,4.19,1
2234269,34.0,37.6,952.4,31.9,26.8,21140,0.3,1.1,1,310.8,NW,61,4.18,1
2237476,34.0,37.5,952.3,31.9,26.7,21155,0.3,1.1,1,293.5,WNW,60,4.19,1
2240685,34.0,38.1,952.3,31.9,26.6,21134,0.2,0.8,1,259.2,W,61,4.19,1
2243892,34.0,37.7,952.2,31.9,26.6,21111,0.2,0.8,1,348.0,NNW,62,4.19,1
2247099,34.0,38.2,952.4,31.9,26.6,21106,0.1,0.6,0,39.9,NE,59,4.19,1
2250306,34.0,37.9,952.3,31.9,26.7,21097,0.1,0.6,0,332.7,NNW,62,4.19,1
2253513,34.0,38.2,952.3,31.9,26.7,21085,0.1,0.6,0,228.7,SW,60,4.19,1
2256720,34.0,37.7,952.3,31.9,26.7,21091,0.1,0.6,0,231.5,SW,62,4.19,1
2259927,34.0,38.1,952.3,31.9,26.8,21097,0.1,0.6,0,298.9,WNW,59,4.18,1
2263136,34.1,37.6,952.4,31.9,26.9,21074,0.1,0.6,0,64.4,ENE,62,4.19,1
2266343,34.0,37.9,952.2,31.9,26.9,21064,0.0,0.3,0,79.9,E,60,4.18,1
2269550,34.1,38.3,952.3,31.9,26.9,21059,0.0,0.0,0,298.9,WNW,61,4.20,1
2272757,34.1,38.4,952.3,31.9,26.9,21071,0.0,0.0,0,264.2,W,58,4.19,1
2275965,34.1,37.9,952.3,31.9,26.9,21018,0.1,0.6,0,257.9,WSW,59,4.18,1
2279171,34.1,38.0,952.3,31.9,27.0,21058,0.1,0.6,0,180.4,S,60,4.19,1
2282379,34.1,38.0,952.3,31.9,26.9,21073,0.0,0.3,0,149.8,SSE,61,4.19,1
2285585,34.1,37.9,952.3,31.9,26.9,21085,0.0,0.3,0,116.6,ESE,63,4.18,1
2288794,34.1,38.4,952.3,31.9,26.9,21084,0.0,0.0,0,71.8,ENE,59,4.18,1
2292001,34.1,37.9,952.3,31.9,27.0,21043,0.2,0.8,1,171.0,S,59,4.19,1
2295208,34.1,38.0,952.3,31.9,26.9,21045,0.3,1.1,1,37.2,NE,59,4.18,1
2298417,34.1,37.9,952.3,31.9,26.9,21034,0.2,0.8,1,109.5,ESE,60,4.19,1
2301624,34.1,37.6,952.3,31.9,26.9,21031,0.3,1.1,1,273.6,W,62,4.19,1
2304831,34.1,37.9,952.2,31.9,27.1,21027,0.6,2.2,1,5.8,N,62,4.18,1
2308038,34.1,37.9,952.3,31.9,27.1,21020,0.7,2.5,1,201.2,SSW,61,4.18,1
2311247,34.2,37.6,952.3,31.9,27.1,21001,0.7,2.8,1,30.1,NNE,59,4.19,1
2314454,34.2,37.5,952.3,31.9,26.9,21015,0.6,2.2,1,211.6,SSW,59,4.19,1
2317661,34.2,38.0,952.3,31.9,26.9,20999,0.7,2.5,1,52.3,NE,59,4.18,1
2320868,34.2,37.8,952.3,31.9,27.0,20983,0.7,2.5,1,344.1,NNW,55,4.19,1
2324075,34.2,37.7,952.4,32.0,27.0,21011,0.6,2.2,1,211.8,SSW,60,4.17,1
2327282,34.2,38.0,952.4,31.9,27.0,21002,0.6,2.2,1,83.2,E,59,4.18,1
2330489,34.2,37.9,952.3,32.0,26.9,20968,0.6,2.2,1,86.4,E,62,4.19,1
2333698,34.2,37.8,952.3,32.0,26.8,20993,0.5,2.0,1,22.2,NNE,60,4.19,1
2336905,34.2,37.7,952.3,32.0,26.7,20963,0.3,1.4,1,293.5,WNW,61,4.18,1
2340112,34.2,37.8,952.3,32.0,26.7,20964,0.3,1.1,1,321.3,NW,63,4.17,1
2343319,34.2,38.0,952.3,32.0,26.7,20961,0.3,1.1,1,93.9,E,62,4.19,1
2346526,34.2,38.0,952.3,32.0,26.7,20962,0.3,1.1,1,75.5,ENE,62,4.19,1
2349733,34.2,38.3,952.4,32.0,26.8,20952,0.1,0.6,0,0.0,N,60,4.18,1
2352940,34.2,38.5,952.3,32.0,26.8,20926,0.2,0.8,1,46.7,NE,61,4.19,1
2356147,34.2,38.3,952.3,32.0,26.9,20932,0.2,0.8,1,93.3,E,62,4.19,1
2359356,34.2,38.1,952.3,32.0,27.0,20873,0.2,0.8,1,49.3,NE,58,4.19,1
2362563,34.2,38.1,952.3,32.0,27.0,20951,0.1,0.6,0,54.0,NE,60,4.19,1
2365770,34.2,37.9,952.3,32.0,27.0,20944,0.0,0.3,0,53.5,NE,61,4.19,1
2368977,34.2,38.4,952.3,32.0,27.0,20899,0.0,0.0,0,17.1,NNE,59,4.17,1
2372184,34.2,37.7,952.3,32.0,26.9,20903,0.0,0.0,0,243.1,WSW,60,4.18,1
2375391,34.3,38.3,952.4,32.0,26.7,20899,0.0,0.0,0,191.7,SSW,59,4.18,1
2378598,34.3,38.2,952.3,32.0,26.6,20883,0.0,0.0,0,153.9,SSE,62,4.18,1
2381808,34.2,38.4,952.3,32.1,26.6,20918,0.0,0.3,0,165.7,SSE,61,4.19,1
2385014,34.3,38.5,952.3,32.1,26.5,20877,0.0,0.3,0,222.5,SW,59,4.19,1
2388221,34.3,38.5,952.3,32.1,26.4,20890,0.1,0.6,0,339.7,NNW,61,4.19,1
2391428,34.3,37.7,952.3,32.1,26.4,20916,0.2,0.8,1,291.8,WNW,59,4.17,1
2394635,34.3,38.3,952.3,32.1,26.4,20907,0.2,0.8,1,258.0,WSW,57,4.18,1
2397842,34.3,37.8,952.3,32.1,26.4,20906,0.2,0.8,1,299.2,WNW,61,4.19,1
2401049,34.3,38.5,952.3,32.1,26.3,20896,0.1,0.6,0,323.0,NW,59,4.18,1
2404258,34.3,37.7,952.3,32.1,26.3,20879,0.2,0.8,1,285.2,WNW,59,4.19,1
2407465,34.3,38.2,952.3,32.1,26.3,20868,0.2,0.8,1,253.3,WSW,62,4.19,1
2410672,34.3,38.1,952.3,32.1,26.3,20884,0.1,0.6,0,267.9,W,63,4.18,1
2413879,34.3,38.0,952.3,32.1,26.3,20899,0.0,0.3,0,259.5,W,60,4.17,1
2417086,34.3,38.5,952.3,32.1,26.3,20908,0.0,0.3,0,286.0,WNW,60,4.18,1
2420293,34.3,38.0,952.3,32.1,26.3,20899,0.0,0.0,0,299.3,WNW,62,4.18,1
2423500,34.3,38.4,952.2,32.1,26.2,20908,0.0,0.0,0,295.2,WNW,62,4.18,1
2426707,34.3,38.4,952.3,32.1,26.2,20931,0.0,0.0,0,292.2,WNW,59,4.19,1
2429916,34.4,38.4,952.4,32.1,26.1,20913,0.0,0.0,0,346.5,NNW,60,4.17,1
2433123,34.4,38.6,952.3,32.1,26.1,20983,0.0,0.0,0,63.2,ENE,59,4.18,1
2436330,34.4,38.3,952.2,32.2,26.0,20977,0.0,0.0,0,63.0,ENE,59,4.18,1
2439537,34.4,37.8,952.3,32.2,26.1,20974,0.0,0.0,0,9.7,N,63,4.18,1
2442744,34.4,38.1,952.3,32.2,26.1,20993,0.0,0.0,0,310.1,NW,61,4.18,1
2445951,34.4,37.8,952.3,32.2,26.1,20978,0.0,0.3,0,275.1,W,60,4.18,1
2449158,34.4,37.9,952.3,32.2,26.1,21011,0.1,0.6,0,294.7,WNW,63,4.17,1
2452367,34.4,38.5,952.3,32.2,26.1,20998,0.1,0.6,0,309.0,NW,63,4.18,1
2455574,34.4,38.5,952.3,32.2,26.2,21030,0.1,0.6,0,313.6,NW,59,4.19,1
2458781,34.4,38.5,952.3,32.2,26.2,21019,0.1,0.6,0,330.5,NNW,62,4.18,1
2461988,34.4,37.7,952.2,32.2,26.3,20963,0.0,0.3,0,4.4,N,62,4.19,1
2465195,34.4,38.3,952.2,32.2,26.3,20978,0.0,0.0,0,33.5,NNE,59,4.18,1
2468402,34.4,38.3,952.3,32.2,26.3,20953,0.0,0.0,0,19.6,NNE,63,4.19,1
2471609,34.4,38.2,952.2,32.2,26.3,20973,0.0,0.0,0,3.5,N,59,4.18,1
2474818,34.4,38.4,952.3,32.2,26.3,20951,0.0,0.0,0,350.4,N,62,4.19,1
2478025,34.4,37.8,952.3,32.2,26.3,20935,0.0,0.0,0,328.9,NNW,62,4.18,1
2481232,34.5,38.5,952.2,32.3,26.3,20887,0.0,0.0,0,281.3,WNW,62,4.19,1
2484439,34.5,37.7,952.3,32.3,26.3,20903,0.0,0.0,0,241.9,WSW,60,4.19,1
2487646,34.5,38.5,952.3,32.3,26.3,20884,0.0,0.0,0,291.9,WNW,60,4.18,1
2490853,34.5,38.1,952.2,32.3,26.3,20853,0.0,0.0,0,348.1,NNW,61,4.18,1
2494060,34.5,38.4,952.3,32.3,26.3,20854,0.0,0.0,0,343.7,NNW,62,4.18,1
2497267,34.5,38.1,952.2,32.3,26.4,20863,0.0,0.0,0,14.2,NNE,62,4.20,1
2500476,34.5,38.4,952.3,32.3,26.5,20858,0.0,0.0,0,27.2,NNE,62,4.18,1
2503683,34.5,37.8,952.2,32.3,26.5,20858,0.0,0.0,0,24.7,NNE,57,4.19,1
2506890,34.5,38.5,952.3,32.3,26.6,20928,0.0,0.0,0,23.0,NNE,57,4.19,1
2510097,34.5,38.2,952.3,32.3,26.7,20928,0.0,0.0,0,23.2,NNE,59,4.19,1
2513304,34.5,38.4,952.2,32.3,26.8,20907,0.0,0.0,0,24.1,NNE,60,4.18,1
2516511,34.5,37.7,952.2,32.3,26.8,20919,0.0,0.0,0,22.2,NNE,60,4.19,1
2519718,34.5,38.6,952.3,32.3,26.8,20900,0.0,0.0,0,21.8,NNE,60,4.19,1
2522927,34.5,38.1,952.3,32.3,26.7,20919,0.0,0.0,0,326.5,NNW,60,4.18,1
2526134,34.5,38.4,952.2,32.3,26.6,20881,0.0,0.0,0,276.2,W,60,4.18,1
2529341,34.6,38.2,952.2,32.3,26.6,20881,0.0,0.0,0,323.6,NW,59,4.18,1
2532548,34.6,38.5,952.2,32.3,26.6,20887,0.0,0.0,0,4.8,N,59,4.18,1
2535755,34.6,38.0,952.3,32.3,26.6,20895,0.0,0.0,0,318.6,NW,60,4.18,1
2538962,34.6,38.5,952.2,32.3,26.6,20885,0.0,0.0,0,287.4,WNW,59,4.19,1
2542169,34.6,38.2,952.2,32.3,26.6,20904,0.0,0.0,0,285.9,WNW,60,4.19,1
2545378,34.6,38.1,952.2,32.3,26.5,20903,0.0,0.3,0,267.1,W,56,4.19,1
2548585,34.6,37.8,952.2,32.3,26.4,20930,0.0,0.0,0,307.2,NW,61,4.18,1
2551792,34.6,38.1,952.2,32.3,26.4,20898,0.0,0.0,0,351.7,N,59,4.19,1
2554999,34.6,37.8,952.2,32.3,26.5,20923,0.0,0.0,0,215.7,SW,63,4.19,1
2558206,34.6,37.7,952.2,32.3,26.6,20924,0.0,0.3,0,42.7,NE,60,4.18,1
2561413,34.6,37.6,952.2,32.3,26.6,20939,0.0,0.3,0,197.0,SSW,63,4.18,1
2564620,34.6,37.8,952.3,32.3,26.7,20911,0.0,0.0,0,95.1,E,62,4.18,1
2567827,34.6,38.2,952.2,32.3,26.6,20903,0.0,0.0,0,280.3,W,61,4.18,1
2571036,34.7,38.6,952.3,32.3,26.5,20880,0.0,0.0,0,211.2,SSW,60,4.18,1
2574243,34.7,38.2,952.3,32.3,26.4,20834,0.0,0.0,0,276.5,W,61,4.20,1
2577450,34.7,38.1,952.3,32.3,26.5,20811,0.0,0.0,0,52.2,NE,62,4.19,1
2580657,34.7,37.8,952.3,32.3,26.5,20826,0.0,0.0,0,66.7,ENE,62,4.19,1
2583864,34.7,37.8,952.2,32.3,26.5,20854,0.0,0.0,0,13.3,NNE,63,4.19,1
2587071,34.7,37.8,952.2,32.3,26.6,20836,0.0,0.0,0,326.6,NNW,61,4.19,1
2590278,34.7,37.9,952.3,32.4,26.6,20813,0.0,0.0,0,341.3,NNW,60,4.19,1
2593487,34.7,37.8,952.2,32.4,26.7,20848,0.0,0.0,0,5.0,N,62,4.19,1
2596694,34.7,37.8,952.3,32.4,26.7,20872,0.0,0.0,0,344.8,NNW,63,4.19,1
2599901,34.7,37.9,952.2,32.4,26.7,20854,0.0,0.0,0,297.1,WNW,61,4.19,1
2603108,34.7,38.2,952.2,32.4,26.8,20889,0.0,0.0,0,292.5,WNW,60,4.17,1
2606315,34.7,37.9,952.3,32.4,26.8,20898,0.0,0.0,0,297.3,WNW,60,4.18,1
2609522,34.7,38.2,952.2,32.4,26.8,20858,0.0,0.0,0,315.6,NW,60,4.18,1
2612729,34.7,38.2,952.2,32.4,26.8,20882,0.0,0.0,0,332.3,NNW,62,4.18,1
2615939,34.7,38.7,952.2,32.4,26.7,20891,0.0,0.0,0,252.0,WSW,61,4.18,1
2619146,34.7,38.6,952.3,32.4,26.7,20883,0.0,0.0,0,264.9,W,63,4.18,1
2622352,34.7,38.7,952.2,32.4,26.7,20884,0.0,0.0,0,274.9,W,60,4.19,1
2625560,34.7,37.9,952.2,32.4,26.6,20878,0.0,0.0,0,278.3,W,61,4.19,1
2628766,34.8,38.5,952.2,32.4,26.5,20884,0.0,0.0,0,297.0,WNW,60,4.19,1
2631973,34.8,38.0,952.2,32.4,26.5,20858,0.0,0.0,0,319.2,NW,62,4.19,1
2635180,34.8,38.3,952.2,32.4,26.5,20839,0.0,0.0,0,297.7,WNW,60,4.18,1
2638386,34.8,37.9,952.3,32.4,26.4,20883,0.0,0.0,0,290.8,WNW,62,4.18,1
2641593,34.8,38.4,952.2,32.4,26.5,20853,0.0,0.0,0,305.8,NW,57,4.19,1
2644800,34.8,37.9,952.3,32.4,26.6,20884,0.0,0.0,0,309.6,NW,63,4.18,1
2648007,34.8,38.7,952.2,32.4,26.6,20876,0.0,0.0,0,266.2,W,62,4.19,1
2651214,34.8,38.3,952.2,32.4,26.5,20871,0.0,0.0,0,271.2,W,63,4.19,1
2654421,34.8,38.7,952.2,32.4,26.5,20861,0.0,0.0,0,246.7,WSW,59,4.17,1
2657628,34.8,37.9,952.2,32.4,26.4,20853,0.0,0.3,0,315.3,NW,60,4.19,1
2660835,34.8,38.7,952.2,32.4,26.4,20868,0.0,0.0,0,301.6,WNW,63,4.19,1
2664044,34.8,38.3,952.2,32.4,26.4,20890,0.0,0.0,0,259.0,W,60,4.17,1
2667251,34.8,37.9,952.2,32.4,26.3,20853,0.0,0.0,0,322.8,NW,60,4.19,1
2670458,34.8,37.9,952.2,32.4,26.3,20833,0.0,0.0,0,303.0,WNW,60,4.18,1
2673665,34.8,38.3,952.2,32.4,26.3,20848,0.0,0.0,0,214.6,SW,60,4.18,1
2676874,34.8,38.0,952.2,32.4,26.3,20898,0.0,0.0,0,325.5,NW,62,4.19,1
2680081,34.8,38.7,952.2,32.4,26.3,20876,0.0,0.0,0,244.6,WSW,62,4.19,1
2683288,34.8,38.0,952.2,32.4,26.3,20884,0.0,0.0,0,190.9,S,62,4.18,1
2686497,34.8,38.3,952.3,32.4,26.4,20846,0.0,0.0,0,233.1,SW,63,4.19,1
2689704,34.8,38.0,952.3,32.4,26.5,20901,0.0,0.0,0,293.9,WNW,59,4.19,1
2692911,34.8,38.4,952.2,32.4,26.6,20906,0.0,0.0,0,217.3,SW,59,4.19,1
2696118,34.8,38.0,952.2,32.4,26.5,20886,0.0,0.0,0,201.7,SSW,62,4.18,1
2699325,34.8,38.4,952.2,32.4,26.5,20922,0.0,0.0,0,227.9,SW,60,4.18,1
2702532,34.8,38.1,952.2,32.4,26.5,20903,0.0,0.0,0,249.1,WSW,60,4.19,1
2705739,34.8,38.8,952.3,32.4,26.6,20908,0.0,0.0,0,263.0,W,57,4.18,1
2708948,34.8,38.6,952.2,32.4,26.6,20883,0.0,0.0,0,255.9,WSW,61,4.18,1
2712155,34.8,38.5,952.3,32.4,26.6,20918,0.0,0.0,0,268.3,W,60,4.19,1
2715362,34.8,38.1,952.2,32.4,26.6,20925,0.0,0.0,0,258.0,WSW,62,4.19,1
2718569,34.8,38.4,952.2,32.4,26.6,20949,0.0,0.0,0,218.0,SW,60,4.19,1
2721776,34.8,37.9,952.2,32.4,26.6,20848,0.0,0.0,0,275.7,W,63,4.18,1
2724983,34.8,38.0,952.2,32.4,26.7,20883,0.0,0.0,0,349.3,N,61,4.18,1
2728190,34.8,38.2,952.2,32.4,26.8,20859,0.0,0.0,0,335.6,NNW,63,4.19,1
2731397,34.8,38.8,952.3,32.4,26.9,20888,0.0,0.0,0,263.5,W,62,4.19,1
2734606,34.8,38.3,952.2,32.4,26.8,20873,0.0,0.0,0,272.1,W,57,4.19,1
2737813,34.8,38.4,952.3,32.4,26.8,20873,0.0,0.0,0,320.7,NW,62,4.19,1
2741020,34.8,38.2,952.2,32.4,26.8,20821,0.0,0.0,0,324.8,NW,62,4.19,1
2744227,34.8,38.5,952.2,32.4,26.9,20813,0.0,0.0,0,332.2,NNW,60,4.19,1
2747434,34.8,38.5,952.3,32.4,27.0,20860,0.0,0.0,0,329.6,NNW,59,4.18,1
2750641,34.9,38.5,952.2,32.4,27.0,20868,0.0,0.0,0,328.2,NNW,60,4.19,1
2753848,34.9,38.3,952.3,32.4,27.1,20853,0.0,0.0,0,328.4,NNW,60,4.19,1
2757057,34.9,38.5,952.2,32.4,27.1,20863,0.0,0.0,0,4.2,N,63,4.19,1
2760264,34.9,38.4,952.1,32.4,27.1,20834,0.0,0.0,0,90.6,E,59,4.18,1
2763471,34.9,38.5,952.2,32.4,27.2,20907,0.0,0.0,0,108.9,ESE,60,4.19,1
2766678,34.9,38.2,952.2,32.4,27.2,20802,0.0,0.0,0,64.6,ENE,59,4.18,1
2769885,34.9,38.4,952.3,32.4,27.2,20852,0.0,0.0,0,355.8,N,59,4.19,1
2773092,34.9,38.2,952.2,32.4,27.2,20813,0.0,0.0,0,25.5,NNE,60,4.19,1
2776299,34.9,38.6,952.2,32.4,27.3,20818,0.0,0.0,0,34.3,NE,63,4.19,1
2779508,34.9,38.8,952.2,32.4,27.3,20792,0.0,0.0,0,13.1,NNE,61,4.18,1
2782715,34.9,38.2,952.2,32.4,27.4,20795,0.0,0.0,0,309.6,NW,63,4.19,1
2785922,34.9,38.2,952.2,32.4,27.4,20756,0.0,0.0,0,238.5,WSW,60,4.19,1
2789130,34.9,38.1,952.3,32.4,27.3,20788,0.0,0.3,0,186.0,S,63,4.19,1
2792337,34.9,38.1,952.2,32.5,27.3,20758,0.1,0.6,0,321.7,NW,59,4.19,1
2795543,34.9,39.0,952.3,32.5,27.2,20778,0.2,0.8,1,333.9,NNW,63,4.18,1
2798750,34.9,38.6,952.3,32.5,27.1,20718,0.2,0.8,1,244.6,WSW,61,4.19,1
2801957,34.9,38.2,952.3,32.5,27.1,20762,0.2,0.8,1,346.7,NNW,61,4.19,1
2805166,34.9,38.6,952.2,32.5,27.2,20704,0.2,0.8,1,350.6,N,63,4.18,1
2808373,35.0,39.0,952.2,32.5,27.2,20710,0.1,0.6,0,347.9,NNW,58,4.19,1
2811580,34.9,38.7,952.2,32.5,27.2,20747,0.1,0.6,0,348.4,NNW,60,4.19,1
2814787,35.0,38.9,952.3,32.5,27.3,20695,0.0,0.0,0,347.9,NNW,61,4.18,1
2817994,35.0,38.4,952.3,32.5,27.4,20685,0.0,0.0,0,347.1,NNW,59,4.19,1
2821201,35.0,38.3,952.3,32.5,27.4,20693,0.0,0.0,0,309.1,NW,62,4.19,1
2824408,35.0,38.7,952.3,32.5,27.4,20703,0.0,0.0,0,269.2,W,56,4.20,1
2827617,35.0,38.3,952.3,32.5,27.4,20678,0.0,0.0,0,306.8,NW,60,4.19,1
2830824,35.0,38.7,952.2,32.5,27.4,20673,0.0,0.0,0,344.8,NNW,60,4.18,1
2834031,35.0,38.5,952.3,32.5,27.3,20713,0.0,0.3,0,61.3,ENE,62,4.19,1
2837238,35.0,38.3,952.3,32.5,27.3,20711,0.0,0.0,0,44.8,NE,63,4.19,1
2840445,35.0,38.7,952.3,32.6,27.2,20715,0.0,0.0,0,359.1,N,62,4.18,1
2843652,35.0,38.6,952.2,32.6,27.2,20710,0.0,0.0,0,7.0,N,60,4.19,1
2846859,35.0,38.4,952.3,32.6,27.2,20748,0.0,0.0,0,336.9,NNW,60,4.19,1
2850068,35.0,38.3,952.3,32.6,27.2,20743,0.0,0.0,0,184.8,S,61,4.19,1
2853275,35.0,38.2,952.2,32.6,27.2,20698,0.0,0.3,0,106.9,ESE,62,4.19,1
2856482,35.0,38.5,952.3,32.6,27.3,20738,0.1,0.6,0,79.1,E,60,4.19,1
2859689,35.0,38.2,952.3,32.6,27.4,20763,0.0,0.3,0,7.5,N,62,4.19,1
2862896,35.1,39.1,952.2,32.6,27.4,20764,0.0,0.0,0,54.2,NE,59,4.19,1
2866103,35.1,38.8,952.3,32.6,27.5,20759,0.0,0.3,0,80.8,E,59,4.19,1
2869310,35.1,38.9,952.3,32.6,27.5,20757,0.0,0.0,0,335.4,NNW,60,4.18,1
2872517,35.1,38.5,952.3,32.6,27.5,20705,0.0,0.0,0,15.0,NNE,63,4.18,1
2875726,35.1,38.7,952.2,32.6,27.4,20781,0.0,0.0,0,308.4,NW,60,4.19,1
2878933,35.1,38.1,952.2,32.7,27.3,20698,0.0,0.0,0,275.2,W,63,4.19,1
2882140,35.1,39.2,952.3,32.7,27.2,20713,0.0,0.0,0,52.4,NE,59,4.19,1
2885347,35.1,38.2,952.3,32.7,27.1,20743,0.0,0.0,0,75.4,ENE,62,4.18,1
2888554,35.1,38.5,952.2,32.7,27.1,20750,0.0,0.0,0,23.3,NNE,62,4.19,1
2891761,35.1,38.3,952.3,32.7,27.1,20757,0.0,0.0,0,12.1,NNE,60,4.18,1
2894968,35.1,38.9,952.2,32.7,27.0,20743,0.0,0.0,0,2.2,N,60,4.19,1
2898177,35.1,38.3,952.2,32.7,26.9,20778,0.0,0.0,0,6.7,N,60,4.18,1
2901384,35.1,38.4,952.2,32.7,26.9,20753,0.0,0.0,0,287.6,WNW,64,4.19,1
2904591,35.2,38.2,952.2,32.7,26.9,20773,0.0,0.3,0,279.4,W,60,4.20,1
2907798,35.2,38.6,952.3,32.7,26.9,20758,0.2,0.8,1,328.1,NNW,59,4.19,1
2911005,35.2,38.2,952.2,32.8,26.9,20737,0.2,0.8,1,286.2,WNW,62,4.17,1
2914212,35.2,38.7,952.2,32.8,26.7,20751,0.3,1.4,1,66.3,ENE,63,4.18,1
2917419,35.2,38.6,952.2,32.8,26.5,20733,0.3,1.4,1,63.2,ENE,63,4.19,1
2920628,35.2,38.5,952.2,32.8,26.5,20780,0.3,1.4,1,343.6,NNW,64,4.19,1
2923835,35.2,38.5,952.3,32.8,26.4,20747,0.3,1.1,1,346.2,NNW,61,4.19,1
2927042,35.2,38.9,952.3,32.8,26.4,20698,0.3,1.1,1,70.8,ENE,62,4.18,1
2930249,35.2,38.2,952.2,32.8,26.4,20743,0.2,0.8,1,74.9,ENE,60,4.19,1
2933456,35.2,38.9,952.2,32.8,26.5,20771,0.2,0.8,1,69.2,ENE,59,4.18,1
2936663,35.2,38.1,952.3,32.8,26.7,20755,0.2,0.8,1,75.1,ENE,62,4.19,1
2939870,35.2,38.8,952.2,32.8,26.7,20729,0.2,0.8,1,267.8,W,61,4.19,1
2943077,35.2,38.6,952.2,32.8,26.7,20718,0.2,0.8,1,230.2,SW,62,4.19,1
2946286,35.2,38.2,952.2,32.8,26.7,20713,0.2,0.8,1,28.2,NNE,63,4.18,1
2949493,35.2,38.3,952.2,32.8,26.7,20679,0.1,0.6,0,153.1,SSE,56,4.18,1
2952700,35.2,38.9,952.2,32.8,26.6,20692,0.2,0.8,1,116.0,ESE,60,4.19,1
2955907,35.2,38.4,952.2,32.8,26.6,20686,0.2,0.8,1,4.9,N,62,4.20,1
2959114,35.2,38.9,952.2,32.8,26.6,20724,0.1,0.6,0,41.8,NE,59,4.18,1
2962321,35.2,39.0,952.2,32.8,26.7,20732,0.2,0.8,1,73.3,ENE,62,4.19,1
2965528,35.2,38.6,952.2,32.9,26.8,20708,0.2,0.8,1,66.2,ENE,60,4.19,1
2968738,35.2,38.4,952.2,32.9,26.8,20718,0.2,0.8,1,31.5,NNE,62,4.19,1
2971944,35.2,39.0,952.2,32.9,26.8,20718,0.1,0.6,0,6.5,N,61,4.18,1
2975151,35.2,38.9,952.2,32.9,26.7,20720,0.1,0.6,0,7.7,N,61,4.18,1
2978358,35.2,38.9,952.2,32.9,26.6,20735,0.1,0.6,0,40.6,NE,62,4.18,1
2981565,35.2,38.2,952.2,32.9,26.6,20745,0.0,0.3,0,45.5,NE,57,4.19,1
2984772,35.2,39.2,952.2,32.9,26.6,20736,0.0,0.3,0,40.7,NE,63,4.19,1
2987979,35.2,39.2,952.2,32.9,26.6,20710,0.0,0.3,0,30.9,NNE,62,4.19,1
2991186,35.2,39.1,952.2,32.9,26.6,20691,0.0,0.3,0,29.2,NNE,60,4.18,1
2994395,35.2,38.9,952.2,32.9,26.7,20680,0.0,0.0,0,23.6,NNE,63,4.19,1
2997602,35.2,38.7,952.2,32.9,26.7,20669,0.0,0.0,0,8.0,N,61,4.19,1
3000809,35.2,38.3,952.2,32.9,26.7,20673,0.0,0.0,0,5.9,N,60,4.19,1
3004016,35.3,38.4,952.2,32.9,26.8,20638,0.0,0.0,0,6.5,N,63,4.18,1
3007223,35.3,38.3,952.2,33.0,26.7,20671,0.0,0.0,0,6.7,N,62,4.19,1
3010430,35.3,39.2,952.2,33.0,26.8,20677,0.0,0.0,0,8.4,N,60,4.18,1
3013637,35.3,38.8,952.2,33.0,26.9,20621,0.0,0.0,0,32.4,NNE,58,4.19,1
3016857,35.3,39.0,952.2,33.0,27.0,20608,0.0,0.0,0,59.0,ENE,62,4.19,1
3020063,35.3,38.2,952.1,33.0,27.1,20618,0.0,0.0,0,66.8,ENE,60,4.19,1
3023270,35.3,39.2,952.2,33.0,27.1,20640,0.0,0.0,0,358.2,N,62,4.19,1
3026477,35.3,38.6,952.2,33.0,27.2,20632,0.0,0.0,0,316.3,NW,58,4.19,1
3029684,35.3,38.8,952.2,33.0,27.1,20626,0.0,0.0,0,341.9,NNW,60,4.17,1
3032891,35.3,38.7,952.2,33.1,27.1,20626,0.0,0.0,0,11.6,NNE,63,4.19,1
3036098,35.3,39.3,952.2,33.1,26.9,20634,0.0,0.0,0,359.9,N,63,4.18,1
3039307,35.3,38.7,952.1,33.1,26.9,20608,0.0,0.0,0,1.0,N,58,4.19,1
3042514,35.3,38.9,952.2,33.1,26.8,20626,0.0,0.0,0,0.2,N,63,4.19,1
3045721,35.3,39.0,952.1,33.1,26.7,20670,0.0,0.0,0,30.8,NNE,61,4.19,1
3048928,35.3,38.7,952.2,33.1,26.7,20688,0.0,0.0,0,61.0,ENE,61,4.19,1
3052137,35.4,38.3,952.2,33.1,26.7,20635,0.0,0.0,0,49.0,NE,64,4.19,1
3055344,35.4,39.1,952.2,33.1,26.7,20657,0.0,0.0,0,359.7,N,56,4.19,1
3058551,35.4,39.3,952.2,33.1,26.7,20667,0.0,0.0,0,345.0,NNW,60,4.19,1
3061758,35.4,38.9,952.2,33.1,26.5,20638,0.0,0.0,0,302.5,WNW,63,4.19,1
3064967,35.4,39.0,952.2,33.1,26.5,20643,0.0,0.0,0,241.0,WSW,60,4.19,1
3068174,35.4,38.8,952.2,33.1,26.5,20638,0.0,0.0,0,252.8,WSW,60,4.20,1
3071381,35.4,39.1,952.2,33.1,26.3,20653,0.0,0.0,0,271.3,W,60,4.18,1
